Actual,Predicted
6.99,6.99
7.99,7.99
9.99,9.99
13.99,13.99
19.99,19.99
7.99,7.99
6.99,6.99
9.99,9.99
3.78,3.78
3.99,3.99
7.49,7.49
26.99,26.99
9.99,9.99
25.28,25.28
12.99,12.99
16.98,16.98
8.99,8.99
12.99,12.99
9.99,9.99
11.48,11.48
12.99,12.99
19.77,19.77
5.99,5.99
3.99,3.99
9.99,9.99
11.99,11.99
12.99,12.99
9.49,9.49
24.13,24.13
10.99,10.99
9.76,9.76
17.99,17.99
10.19,10.19
7.99,7.99
3.02,3.02
11.46,11.46
11.49,11.49
19.77,19.77
22.98,22.98
5.99,5.99
11.99,11.99
14.99,14.99
24.13,24.13
21.83,21.716
139.0,139.0
26.99,26.99
3.99,3.99
25.28,25.28
29.9,29.9
9.49,9.49
7.99,7.99
7.49,7.49
12.99,12.99
12.56,12.56
6.99,6.99
8.99,8.99
11.48,11.48
6.99,6.99
6.99,6.99
7.49,7.49
24.13,24.13
11.99,11.99
9.99,9.99
7.63,7.63
4.99,4.99
13.78,13.78
9.99,9.99
12.99,12.99
6.99,6.99
9.99,9.99
11.48,11.48
18.99,18.99
5.99,5.99
5.99,5.99
13.27,13.27
4.98,4.98
9.99,9.99
10.99,10.99
19.44,19.44
7.49,7.49
7.49,7.49
7.99,7.99
6.99,6.99
9.99,9.99
17.8,17.8
12.06,12.06
7.99,7.99
6.99,6.99
7.99,7.99
15.99,15.99
12.99,12.99
9.99,9.99
7.99,7.99
17.23,17.23
12.99,12.99
14.36,14.36
6.99,6.99
3.99,3.99
12.99,12.99
12.99,12.99
9.99,9.99
15.49,15.49
9.99,9.99
6.99,6.99
12.99,12.99
19.53,19.53
11.48,11.48
12.99,12.99
7.99,7.99
24.41,24.41
19.99,19.99
3.99,3.99
7.99,7.99
25.28,25.28
9.49,9.49
1.52,1.52
7.99,7.99
3.99,3.99
25.28,25.28
6.99,6.99
13.99,13.99
15.29,15.29
15.49,15.49
19.99,19.879
10.99,10.99
4.49,4.49
5.99,5.99
7.49,7.49
12.06,12.06
2.9,2.9
7.99,7.99
5.79,5.79
7.99,7.99
7.99,7.99
7.49,7.49
5.94,5.94
6.99,6.99
3.99,3.99
5.99,5.99
11.48,11.48
8.99,8.99
18.79,18.79
4.09,4.09
6.99,6.99
20.99,20.99
9.49,9.49
9.99,9.99
8.99,8.99
11.99,11.99
7.99,10.503
7.99,7.99
3.99,3.99
11.99,11.99
7.99,7.99
12.99,12.99
12.99,12.99
7.49,7.49
7.99,7.99
5.79,5.79
3.99,3.99
17.99,17.99
1.52,1.52
25.28,25.28
9.49,9.49
3.99,3.99
9.99,9.99
12.99,12.99
3.99,3.99
8.99,8.99
14.99,14.99
20.99,20.99
3.99,3.99
19.99,19.99
269.0,269.0
3.99,3.99
13.98,13.98
9.49,9.49
6.99,6.99
3.99,3.99
16.41,16.41
3.72,3.72
7.99,7.99
7.99,7.99
12.99,12.99
2.27,2.27
10.99,10.99
12.99,12.99
12.99,12.99
12.99,12.99
20.99,20.99
3.99,3.99
9.99,9.99
9.99,9.99
12.99,12.99
6.59,6.59
12.56,12.56
6.99,6.99
3.99,3.99
3.99,3.99
17.99,17.99
7.49,7.49
12.99,12.99
7.99,7.99
7.49,7.49
12.99,12.99
7.99,7.99
7.99,7.99
11.48,11.48
11.99,11.99
12.99,12.99
7.99,7.99
2.02,2.02
9.99,9.99
7.49,7.49
5.79,5.79
7.99,7.99
12.06,12.06
9.49,9.49
7.49,7.49
6.99,6.99
6.99,6.99
3.99,3.99
9.99,9.99
5.99,5.99
8.72,8.72
12.56,12.56
12.99,12.99
7.99,7.99
3.99,3.99
8.99,8.99
7.99,7.99
16.99,16.99
5.99,5.99
9.99,9.99
16.99,16.99
6.99,6.99
3.99,3.99
3.99,3.99
19.53,19.53
19.99,19.99
3.78,3.78
7.99,7.99
13.78,13.78
11.99,11.99
1.52,1.52
3.99,3.99
19.44,19.44
6.89,6.89
7.99,7.99
9.99,9.99
9.99,9.99
14.99,14.99
6.99,6.99
26.99,26.99
11.46,11.46
7.99,7.99
6.99,6.99
12.99,12.99
8.99,8.99
13.98,13.98
3.99,3.99
11.49,11.49
13.78,13.78
8.99,8.99
29.9,29.9
8.39,8.39
4.49,4.49
25.28,25.28
17.99,17.99
24.5,24.5
7.46,7.46
19.53,19.53
6.99,6.99
7.99,7.99
3.99,3.99
5.79,5.79
10.59,10.59
12.99,12.99
9.49,9.49
16.99,16.99
6.99,6.99
3.99,3.99
9.99,9.99
7.99,7.99
8.39,8.39
7.99,7.99
11.48,11.48
19.99,19.99
9.49,9.49
3.72,3.72
9.99,9.99
4.49,4.49
8.99,8.99
14.99,14.99
8.0,8.0
12.99,12.99
7.99,7.99
3.78,3.78
9.99,9.99
14.36,14.36
3.99,3.99
21.99,21.99
8.99,8.99
13.99,13.99
12.06,12.06
9.49,9.49
7.99,7.99
9.99,9.99
12.99,12.99
9.99,9.99
3.23,3.23
25.28,25.28
7.49,7.49
10.49,10.49
15.29,15.29
9.49,9.49
7.99,7.99
3.99,3.99
14.99,14.99
5.99,5.99
8.99,8.99
12.99,12.99
12.99,12.99
15.49,15.49
6.99,6.99
12.56,12.56
9.99,9.99
25.28,25.28
9.99,9.99
7.99,7.99
9.99,9.99
7.99,7.99
7.99,7.99
17.99,17.99
3.72,3.72
15.49,15.49
8.0,8.0
11.48,11.48
12.99,12.99
12.99,12.99
13.99,13.99
7.99,7.99
7.49,7.49
10.59,10.59
21.99,21.99
10.99,10.99
3.99,3.99
14.99,14.99
14.99,14.99
24.41,24.41
25.28,25.28
2.9,2.9
9.1,9.1
11.48,11.48
5.94,5.94
9.99,9.99
2.9,2.9
9.49,9.49
4.99,4.99
6.99,6.99
5.94,5.94
3.99,3.99
13.99,13.99
20.99,20.99
9.49,9.49
9.99,9.99
7.99,7.99
7.99,10.503
19.77,19.77
25.28,25.28
9.51,9.51
7.63,7.63
11.48,11.48
3.99,3.99
17.99,17.99
5.79,5.79
11.99,11.99
9.99,9.99
7.99,7.99
3.99,3.99
4.49,4.49
11.48,11.48
7.99,7.99
18.99,18.99
12.99,12.99
11.99,11.99
21.99,21.99
24.41,24.41
3.99,3.99
3.99,3.99
12.99,12.99
5.99,5.99
6.99,6.99
12.24,12.24
11.48,11.48
2.5,2.5
5.79,5.79
25.28,25.28
14.99,14.99
12.99,12.99
7.99,7.99
12.99,12.99
3.23,3.23
6.99,6.99
9.99,9.99
12.99,12.99
14.99,14.99
16.99,16.99
19.99,19.99
14.99,14.99
9.99,9.99
3.99,3.99
6.59,6.59
24.13,24.13
14.36,14.36
16.98,16.98
9.99,9.99
9.99,9.99
7.99,7.99
7.99,7.99
12.99,12.99
12.99,12.99
7.99,7.99
7.99,7.99
26.99,26.99
9.49,9.49
6.99,6.99
6.99,6.99
7.99,7.99
10.99,10.99
11.48,11.48
10.49,10.49
9.76,9.76
10.99,10.99
9.99,9.99
13.99,13.99
6.99,6.99
18.38,18.38
11.99,11.99
14.99,14.99
9.49,9.49
9.99,9.99
19.77,19.77
7.99,7.99
9.99,9.99
6.99,6.99
6.99,6.99
9.99,9.99
9.49,9.49
17.23,17.23
5.94,5.94
11.48,11.48
9.99,9.99
5.79,5.79
11.48,11.48
3.99,3.99
9.49,9.49
2.27,2.27
11.48,11.48
4.99,4.99
10.49,10.49
6.99,6.99
9.99,9.99
11.48,11.48
4.49,4.49
10.19,10.19
6.99,6.99
7.99,7.99
28.99,28.755
11.48,11.48
9.49,9.49
12.99,12.99
169.0,169.0
10.99,10.99
9.49,9.49
4.49,4.49
7.99,7.99
9.99,9.99
7.46,7.46
9.99,9.99
19.99,19.99
9.76,9.76
7.99,7.99
3.99,3.99
19.53,19.53
7.19,7.19
5.99,5.99
12.99,12.99
6.99,6.99
12.99,12.99
10.99,10.99
11.48,11.48
26.43,26.226
12.99,12.99
3.99,3.99
20.99,20.99
5.67,5.67
9.99,9.99
9.99,9.99
5.99,5.99
13.78,13.78
24.13,24.13
7.99,7.99
11.48,11.48
5.99,5.99
5.79,5.79
4.49,4.49
7.63,7.63
5.99,5.99
6.99,6.99
6.99,6.99
13.78,13.78
27.99,27.99
3.99,3.99
6.99,6.99
12.99,12.99
12.99,12.99
3.99,3.99
169.0,169.0
8.99,8.99
12.99,12.99
7.99,7.99
6.49,6.49
13.99,13.99
12.99,12.99
7.99,7.99
25.28,25.28
13.99,13.99
7.99,7.99
3.99,3.99
9.99,9.99
9.49,9.49
17.23,17.23
9.99,9.99
3.99,3.99
3.99,3.99
14.99,14.99
6.99,6.99
7.99,7.99
3.99,3.99
7.49,7.49
9.99,9.99
9.99,9.99
7.99,7.99
12.99,12.99
8.99,8.99
4.99,4.99
14.99,14.99
7.99,7.99
13.78,13.78
30.5,30.5
7.99,7.99
9.1,9.1
3.99,3.99
27.99,27.99
8.39,8.39
3.99,3.99
9.99,9.99
6.99,6.99
13.99,13.99
10.19,10.19
9.99,9.99
5.99,5.99
3.99,3.99
12.99,12.99
7.99,7.99
3.99,3.99
5.99,5.99
7.99,7.99
3.99,3.99
12.99,12.99
3.99,3.99
5.99,5.99
8.99,8.99
9.49,9.49
9.99,9.99
14.99,14.99
9.99,9.99
5.99,5.99
6.39,6.39
19.99,19.99
12.99,12.99
22.98,22.98
2.27,2.27
17.99,17.99
5.79,5.79
11.48,11.48
5.99,5.99
9.99,9.99
10.99,10.99
12.99,12.99
7.49,7.49
22.99,22.99
12.06,12.06
9.99,9.99
3.99,3.99
9.99,9.99
14.99,14.99
3.99,3.99
12.99,12.99
11.48,11.48
7.99,7.99
12.99,12.99
9.49,9.49
12.99,12.99
7.99,7.99
12.99,12.99
5.67,5.67
13.78,13.78
21.99,21.99
3.99,3.99
9.99,9.99
9.49,9.49
13.99,13.99
4.49,4.49
7.49,7.49
5.79,5.79
5.99,5.99
9.99,9.99
6.99,6.99
12.99,12.99
15.79,15.79
7.99,7.99
14.99,14.99
12.99,12.99
2.5,2.5
6.99,6.99
10.49,10.49
12.99,12.99
7.49,7.49
3.99,3.99
7.99,7.99
9.99,9.99
8.99,8.99
9.49,9.49
3.99,3.99
13.99,13.99
9.99,9.99
9.99,9.99
13.27,13.27
22.98,22.98
5.94,5.94
9.99,9.99
17.99,17.99
12.99,12.99
9.49,9.49
12.99,12.99
26.99,26.99
12.99,12.99
11.99,11.99
7.99,7.99
25.28,25.28
6.99,6.99
17.99,17.99
11.46,11.46
9.99,9.99
12.99,12.99
4.99,4.99
13.78,13.78
4.2,4.2
9.99,9.99
7.99,7.99
5.94,5.94
7.49,7.49
7.99,7.99
8.99,8.99
9.99,9.99
5.99,5.99
11.49,11.49
14.36,14.36
12.06,12.06
7.99,7.99
3.99,3.99
13.78,13.78
7.99,7.99
7.49,7.49
11.48,11.48
3.99,3.99
14.99,14.99
4.49,4.49
12.99,12.99
11.48,11.48
9.99,9.99
3.23,3.23
10.99,10.99
5.79,5.79
9.99,9.99
13.78,13.78
21.25,21.25
6.89,6.89
9.99,9.99
12.56,12.56
12.99,12.99
12.99,12.99
7.63,7.63
20.68,20.68
3.99,3.99
12.99,12.99
9.49,9.49
11.48,11.48
16.98,16.98
12.99,12.99
9.99,9.99
7.99,7.99
12.99,12.99
19.99,19.879
7.99,7.99
7.49,7.49
5.79,5.79
3.99,3.99
8.39,8.39
8.99,8.99
5.67,5.67
14.99,14.99
7.49,7.49
6.99,6.99
3.99,3.99
12.99,12.99
3.99,3.99
12.99,12.99
7.99,7.99
12.99,12.99
18.99,18.99
5.79,5.79
6.99,6.99
7.99,7.99
8.03,10.121
9.99,9.99
14.99,14.99
6.59,6.59
5.79,5.79
7.46,7.46
11.99,11.99
7.46,7.46
9.51,9.51
4.99,4.99
9.99,9.99
9.49,9.49
12.99,12.99
7.99,7.99
9.99,9.99
14.99,14.99
7.46,7.46
9.99,9.99
9.99,9.99
27.99,27.99
24.13,24.13
12.99,12.99
5.79,5.79
7.99,7.99
5.99,5.99
8.99,8.99
7.99,7.99
12.99,12.99
9.99,9.99
6.99,6.99
12.99,12.99
14.36,14.36
8.99,8.99
5.99,5.99
7.49,7.49
9.99,9.99
14.99,14.99
4.09,4.09
5.99,5.99
22.99,22.99
7.49,7.49
7.99,7.99
9.99,9.99
12.99,12.99
16.99,16.99
